Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank
S01004142,290,Midlothian,Midlothian - Penicuik North,Penicuik,555,384,10.69,4569,8,45,4038,7,30,4515,-0.31,4074,-0.38,4226,8.32,5281,22.51,2364,153,4736
S01004143,290,Midlothian,Midlothian - Penicuik North,Penicuik,794,435,15.96,3411,12,95,3067,13,55,2784,-0.33,4131,0.06,3038,13.4,3946,12.75,3811,258,3518
S01004144,290,Midlothian,Midlothian - Rural South Midlothian,Rosewell,1199,796,20.67,2655,11,125,3479,12,95,2958,0.41,2111,-0.07,3369,17.67,2790,52.41,581,353,2716
S01004145,290,Midlothian,Midlothian - Penicuik North,Penicuik,639,390,12.12,4229,9,60,3861,8,30,4165,-0.29,4023,-0.31,4041,18.09,2701,24.8,2103,127,5084
S01004146,290,Midlothian,Midlothian - Gorebridge and Middleton,Gorebridge,682,451,13.2,4002,9,65,3812,10,40,3587,0.02,3176,-0.14,3559,9.46,5025,2.84,5856,542,1640
S01004147,290,Midlothian,Midlothian - Gorebridge and Middleton,Gorebridge,741,453,29.75,1627,17,125,2084,21,90,1358,0.55,1751,0.98,918,22.55,1854,7.82,4776,501,1813
S01004148,290,Midlothian,Midlothian - Penicuik North,Penicuik,920,574,3.02,6359,2,15,6394,3,20,6000,-1.43,6243,-1.22,5955,8.61,5215,20.44,2619,,6285
S01004149,290,Midlothian,Midlothian - Gorebridge and Middleton,Gorebridge,774,397,36.33,1149,26,205,839,22,85,1149,0.7,1401,0.88,1131,14.35,3650,6.61,5051,643,1226
S01004150,290,Midlothian,Midlothian - Pentland,Bilston,529,372,4.13,6148,2,10,6315,3,10,6086,-1.29,6114,-1.13,5850,3.63,6161,29.91,1613,,5731
S01004151,290,Midlothian,Midlothian - Pentland,Bilston,913,519,10.75,4556,6,60,4653,6,30,5079,-0.12,3546,-0.43,4362,5.33,5839,38.26,1094,117,5203
S01004152,290,Midlothian,Midlothian - Gorebridge and Middleton,Gorebridge,699,423,31.07,1501,24,165,1102,17,70,1944,0.47,1955,0.91,1063,26.13,1459,15.2,3380,367,2608
S01004153,290,Midlothian,Midlothian - North Gorebridge,Gorebridge,731,452,20.7,2646,13,95,2863,16,70,2153,0.32,2365,0.42,2173,16.5,3096,6.21,5132,392,2432
S01004154,290,Midlothian,Midlothian - Rural South Midlothian,Roslin,669,398,10.85,4526,9,60,3942,7,25,4511,-0.75,5184,-0.79,5267,12.69,4151,38.76,1064,77,5739
S01004155,290,Midlothian,Midlothian - North Gorebridge,Gorebridge,924,533,31.37,1484,20,185,1547,22,115,1201,0.47,1944,0.88,1117,20.88,2124,7.57,4835,512,1763
S01004156,290,Midlothian,Midlothian - North Gorebridge,Dalkeith,806,523,30.77,1536,23,185,1175,19,100,1571,0.38,2201,0.65,1621,22.14,1925,11.8,3979,656,1181
S01004157,290,Midlothian,Midlothian - Rural South Midlothian,Roslin,619,386,3.23,6318,2,10,6372,4,15,5735,-1.1,5835,-1.12,5832,2.29,6356,17.52,3022,,6284
S01004158,290,Midlothian,Midlothian - Rural South Midlothian,Roslin,646,423,9.43,4867,7,45,4590,7,25,4662,-0.62,4899,-0.68,5019,17.7,2784,22.51,2363,341,2813
S01004159,290,Midlothian,Midlothian - Rural South Midlothian,Rosewell,525,323,30.57,1556,20,105,1542,16,55,2142,0.21,2623,0.88,1126,20.3,2241,41.85,924,650,1200
S01004160,290,Midlothian,Midlothian - Newtongrange,Dalkeith,709,449,15.14,3586,10,75,3531,12,55,2865,-0.2,3744,-0.13,3525,13.99,3759,13.78,3631,350,2744
S01004161,290,Midlothian,Midlothian - Pentland,Bilston,584,377,11.86,4288,8,45,4149,7,25,4656,-1.13,5884,-0.47,4463,17.41,2852,51.41,602,139,4905
S01004162,290,Midlothian,Midlothian - Newbattle and Dalhousie,Dalkeith,1665,1087,7.31,5353,4,65,5526,5,50,5497,-0.66,4984,-0.51,4545,8.73,5185,31.59,1506,88,5594
S01004163,290,Midlothian,Midlothian - Newtongrange,Dalkeith,702,472,23.71,2238,17,120,2043,15,70,2197,0.12,2879,0.58,1815,23.09,1790,15.92,3266,370,2593
S01004164,290,Midlothian,Midlothian - Pathhead and Rural East Midlothian,Pathhead,900,544,17.21,3196,13,115,2981,9,50,3700,-0.03,3302,0.12,2900,15.98,3215,35.58,1248,160,4648
S01004165,290,Midlothian,Midlothian - Mayfield,Dalkeith,929,612,11.21,4438,5,45,5155,8,50,3987,-0.6,4847,-0.2,3726,11.3,4543,37.14,1159,139,4914
S01004166,290,Midlothian,Midlothian - Pentland,Bilston,646,412,23.43,2268,13,85,2857,15,60,2384,0,3228,0.63,1662,15.5,3346,35.5,1251,625,1283
S01004167,290,Midlothian,Midlothian - Newtongrange,Dalkeith,694,387,24.33,2167,16,115,2193,17,65,1862,0.53,1797,0.08,3010,21.94,1953,5.85,5197,736,923
S01004168,290,Midlothian,Midlothian - Mayfield,Dalkeith,657,405,24.01,2203,17,110,2082,17,65,1941,0.13,2838,0.33,2382,19.42,2407,17.99,2946,491,1855
S01004169,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,678,390,26.15,1964,20,135,1571,16,60,2011,0.35,2282,0.57,1846,18.58,2578,13.55,3677,372,2576
S01004170,290,Midlothian,Midlothian - Newtongrange,Dalkeith,681,375,25.71,2008,16,110,2260,15,60,2196,0.1,2934,1.12,695,21.83,1969,10.24,4266,501,1814
S01004171,290,Midlothian,Midlothian - Newtongrange,Dalkeith,629,409,11.04,4482,6,35,4974,9,35,3789,-0.28,3968,-0.04,3269,12.46,4210,18.72,2836,131,5030
S01004172,290,Midlothian,Midlothian - Mayfield,Dalkeith,721,410,27.33,1840,19,140,1672,20,80,1480,0.15,2807,0.82,1254,23.17,1780,4.82,5413,296,3182
S01004173,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,567,314,23.19,2286,10,60,3502,16,50,2041,0.32,2349,0.63,1664,13.61,3892,40.16,995,203,4095
S01004174,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,755,449,11.8,4303,10,75,3665,10,40,3645,-0.46,4466,-0.08,3392,14.74,3545,6.72,5027,181,4370
S01004175,290,Midlothian,Midlothian - Mayfield,Dalkeith,554,368,32.03,1435,18,100,1904,20,75,1508,0.22,2608,1.03,838,23.77,1709,36.99,1166,661,1164
S01004176,290,Midlothian,Midlothian - Newbattle and Dalhousie,Dalkeith,659,419,9.08,4936,6,40,4741,6,25,4819,-0.8,5307,-0.26,3885,8.59,5217,22.65,2344,268,3425
S01004177,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,481,296,23.27,2279,15,70,2476,17,55,1878,-0.17,3674,0.76,1394,27.69,1300,4.94,5386,580,1483
S01004178,290,Midlothian,Midlothian - Pentland,Bilston,605,336,20.69,2650,14,85,2662,12,40,2926,-0.32,4103,0.54,1898,24.55,1636,30.95,1543,411,2308
S01004179,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,478,266,13.12,4024,9,45,3887,10,25,3474,-0.54,4683,-0.46,4431,9.94,4893,33.81,1359,150,4770
S01004180,290,Midlothian,Midlothian - Newbattle and Dalhousie,Dalkeith,914,572,3.58,6262,3,30,5911,4,20,5872,-0.86,5432,-1.3,6045,0.81,6480,16.87,3109,,6464
S01004181,290,Midlothian,Midlothian - Newbattle and Dalhousie,Dalkeith,734,415,15.94,3418,12,85,3167,11,50,3149,0.01,3182,0.19,2719,15.7,3298,11.1,4099,209,4020
S01004182,290,Midlothian,Midlothian - Mayfield,Dalkeith,841,506,45.03,675,29,240,608,22,110,1206,1.33,393,1.26,496,24.12,1672,8.25,4679,856,691
S01004183,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,967,590,13.25,3991,11,110,3227,7,40,4544,-0.38,4268,-0.44,4369,5.84,5745,37.68,1129,160,4653
S01004184,290,Midlothian,Midlothian - Newtongrange,Dalkeith,850,498,25.3,2055,17,145,2007,16,80,2160,0.19,2704,0.9,1098,23.46,1743,13.76,3636,325,2950
S01004185,290,Midlothian,Midlothian - Mayfield,Dalkeith,727,494,34.47,1259,19,140,1713,21,100,1313,0.47,1947,1.23,527,35.02,795,29.3,1654,352,2728
S01004186,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,637,381,29.82,1619,26,165,881,16,60,2086,0.77,1247,0.09,2973,18.37,2626,2.84,5860,701,1025
S01004187,290,Midlothian,Midlothian - Bonnyrigg South,Dalkeith,665,403,24.69,2125,15,100,2459,15,55,2369,0.32,2351,0.84,1225,25.24,1559,18.13,2924,535,1668
S01004188,290,Midlothian,Midlothian - Easthouses,Dalkeith,753,459,38.14,1020,25,185,969,21,95,1227,0.52,1809,1.35,389,23.3,1761,14.67,3466,551,1598
S01004189,290,Midlothian,Midlothian - Newbattle and Dalhousie,Dalkeith,891,569,2.91,6377,1,10,6425,2,10,6412,-1.92,6469,-1.13,5851,7.78,5369,24.28,2162,,6155
S01004190,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,863,540,20.7,2647,15,125,2534,14,75,2618,-0.09,3461,0.8,1296,17.74,2772,8.42,4636,330,2904
S01004191,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,727,484,20.93,2609,14,100,2671,14,65,2595,0.74,1311,-0.05,3313,18.71,2555,1.74,6122,634,1245
S01004192,290,Midlothian,Midlothian - Easthouses,Dalkeith,1003,579,29.11,1672,23,235,1126,19,110,1659,0.22,2598,0.49,2030,23.66,1723,9.87,4346,582,1476
S01004193,290,Midlothian,Midlothian - Loanhead,Loanhead,646,372,20.07,2730,11,70,3391,15,55,2332,0.35,2261,0.47,2066,13.83,3818,13.65,3657,405,2350
S01004194,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,692,378,22.72,2340,19,130,1745,16,60,2060,0.26,2491,-0.01,3197,19.02,2493,0.58,6394,524,1712
S01004195,290,Midlothian,Midlothian - Newbattle and Dalhousie,Dalkeith,632,367,14.4,3753,12,75,3141,11,40,3255,-0.01,3250,0.02,3140,14.22,3692,6.52,5070,85,5637
S01004196,290,Midlothian,Midlothian - Pentland,Loanhead,573,373,32.86,1366,23,130,1180,19,70,1547,0.12,2888,1.18,608,21.04,2107,19.63,2717,404,2363
S01004197,290,Midlothian,Midlothian - Loanhead,Loanhead,674,381,27.33,1839,19,130,1670,17,65,1939,0.5,1890,0.69,1535,20.34,2232,14.2,3559,387,2468
S01004198,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,599,391,19.52,2833,11,65,3341,15,60,2220,0.56,1735,-0.72,5108,8.51,5236,31.59,1507,222,3885
S01004199,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,796,464,14.24,3790,11,85,3431,11,55,3178,0.07,3007,0.03,3101,9.23,5069,1.54,6173,248,3617
S01004200,290,Midlothian,Midlothian - Eskbank,Dalkeith,737,514,2.66,6406,4,25,5762,3,15,6184,-1.32,6143,-1.03,5725,5.96,5720,8.44,4632,111,5308
S01004201,290,Midlothian,Midlothian - Loanhead,Loanhead,696,414,13.91,3862,10,70,3674,12,50,3014,-0.36,4211,0.03,3107,10.6,4726,4.36,5503,432,2177
S01004202,290,Midlothian,Midlothian - Pentland,Loanhead,553,329,9.49,4849,6,35,4703,9,30,3771,-1.09,5825,-0.21,3731,15.69,3305,11.68,3994,218,3929
S01004203,290,Midlothian,Midlothian - Loanhead,Loanhead,804,452,15.77,3454,11,90,3239,13,60,2628,-0.06,3394,0.06,3034,15.58,3328,7.81,4779,115,5240
S01004204,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,675,344,8.42,5088,6,40,4857,8,25,4311,-0.15,3634,-0.52,4586,10.41,4772,10.16,4287,,6425
S01004205,290,Midlothian,Midlothian - Easthouses,Dalkeith,720,390,33,1356,19,140,1667,21,80,1327,0.22,2612,1.34,407,19.92,2312,21.04,2549,340,2830
S01004206,290,Midlothian,Midlothian - Bonnyrigg North,Dalkeith,647,373,5.05,5925,6,40,4759,5,15,5434,-0.52,4643,-1.33,6079,3.19,6230,5.45,5276,95,5511
S01004207,290,Midlothian,Midlothian - Easthouses,Dalkeith,753,525,25.33,2047,16,120,2237,14,75,2448,0.29,2420,0.9,1083,25.73,1508,20.62,2600,437,2146
S01004208,290,Midlothian,Midlothian - Pentland,Loanhead,876,562,11.41,4386,7,55,4639,9,55,3681,-0.78,5274,-0.61,4809,19.74,2347,21.51,2485,573,1518
S01004209,290,Midlothian,Midlothian - Eskbank,Dalkeith,580,384,3.48,6281,4,20,5643,4,10,5943,-1.16,5923,-1.35,6098,6.17,5675,9.49,4421,243,3666
S01004210,290,Midlothian,Midlothian - Loanhead,Loanhead,626,331,14.33,3767,12,70,3213,11,40,3183,0.05,3086,-0.47,4469,14.82,3529,4.67,5440,410,2320
S01004211,290,Midlothian,Midlothian - Eskbank,Dalkeith,819,508,5.73,5747,2,20,6160,5,20,5577,-0.89,5472,-1.46,6218,6.62,5604,33.69,1367,200,4132
S01004212,290,Midlothian,Midlothian - Pathhead and Rural East Midlothian,Dalkeith,1384,888,12.21,4203,7,90,4620,8,65,4226,-0.59,4818,-0.89,5482,8.78,5172,57.67,472,225,3861
S01004213,290,Midlothian,Midlothian - Pentland,Loanhead,624,374,22.63,2348,13,80,2893,15,55,2291,-0.17,3658,0.65,1616,30.88,1048,39.77,1015,114,5250
S01004214,290,Midlothian,Midlothian - Eskbank,Dalkeith,648,366,2.88,6381,2,10,6390,3,10,6237,-1.29,6113,-0.98,5641,5.77,5757,17.98,2949,93,5532
S01004215,290,Midlothian,Midlothian - Eskbank,Dalkeith,603,359,4.07,6163,4,25,5633,4,15,5724,-0.79,5298,-1.91,6441,3.02,6256,8.92,4538,329,2915
S01004216,290,Midlothian,Midlothian - Pathhead and Rural East Midlothian,Dalkeith,791,575,13.3,3981,10,75,3683,7,40,4541,0.04,3095,-0.16,3605,13.88,3804,24.43,2141,263,3471
S01004217,290,Midlothian,Midlothian - Dalkeith,Dalkeith,528,278,22.53,2363,16,85,2232,17,45,1925,0.01,3192,0.44,2136,16.21,3159,12.33,3881,363,2634
S01004218,290,Midlothian,Midlothian - Dalkeith,Dalkeith,804,452,20.51,2668,13,100,2953,15,70,2323,0.34,2291,0.21,2673,20.23,2254,11.55,4028,523,1718
S01004219,290,Midlothian,Midlothian - Thornybank,Dalkeith,556,391,33.22,1341,17,95,2081,20,80,1368,0.53,1777,1.13,673,30.04,1114,37.7,1127,352,2720
S01004220,290,Midlothian,Midlothian - Eskbank,Dalkeith,879,471,10.71,4566,10,85,3669,9,40,3835,-0.24,3845,-1.33,6080,7.75,5375,8.33,4655,386,2471
S01004221,290,Midlothian,Midlothian - Thornybank,Dalkeith,808,479,25.14,2077,15,120,2474,16,80,2037,0.15,2810,0.72,1475,19.96,2304,32.1,1467,357,2687
S01004222,290,Midlothian,Midlothian - Dalkeith,Dalkeith,617,407,37.63,1062,21,130,1409,25,100,757,0.71,1373,0.7,1510,26.01,1471,0.45,6423,2955,27
S01004223,290,Midlothian,Midlothian - Dalkeith,Dalkeith,715,424,47.62,585,27,195,732,27,115,612,1.3,432,1.08,752,22.99,1803,14.25,3544,1084,386
S01004224,290,Midlothian,Midlothian - Thornybank,Dalkeith,708,437,25.32,2050,17,120,2117,16,65,2174,0.5,1867,0.73,1444,21.47,2024,16.12,3230,292,3221
S01004225,290,Midlothian,Midlothian - Dalkeith,Dalkeith,745,492,47.25,611,28,205,707,27,130,613,1.1,667,1.32,427,20.78,2138,3.25,5763,1146,337
S01004226,290,Midlothian,Midlothian - Thornybank,Dalkeith,680,415,26.77,1899,18,120,1888,18,75,1755,0.46,1982,0.72,1474,21.54,2014,4.6,5452,531,1685
S01004227,290,Midlothian,Midlothian - Thornybank,Dalkeith,836,498,19.1,2897,10,85,3638,10,50,3392,-0.23,3824,0.74,1429,19.73,2350,24.87,2094,728,952
S01004228,290,Midlothian,Midlothian - Shawfair,Danderhall,817,515,15.53,3494,9,70,4013,10,50,3544,-0.46,4467,-0.32,4054,15.26,3404,47.68,703,437,2149
S01004229,290,Midlothian,Midlothian - Shawfair,Danderhall,664,411,18.27,3029,14,95,2622,12,45,3057,-0.03,3325,0.46,2095,19.05,2487,11.55,4027,249,3605
S01004230,290,Midlothian,Midlothian - Shawfair,Danderhall,705,437,18.22,3035,14,95,2730,12,55,2996,0.04,3101,0.26,2549,22.77,1824,18.14,2921,150,4771
S01004231,290,Midlothian,Midlothian - Shawfair,Danderhall,718,446,18.39,3007,13,95,2826,13,60,2644,0.09,2946,0.36,2315,19.84,2331,6.27,5124,273,3380
S01004232,290,Midlothian,Midlothian - Shawfair,Danderhall,712,432,7.37,5337,5,40,5062,6,25,4885,-0.74,5159,-0.48,4480,10.15,4837,19.32,2764,87,5604
S01004233,300,Moray,Moray - IZ One,Nethy Bridge,617,350,19.25,2875,13,80,2865,7,25,4468,-0.59,4814,0.01,3163,14.85,3518,85.99,62,133,5003
S01004234,300,Moray,Moray - IZ One,Aberlour,967,555,12.47,4149,6,60,4830,6,35,4777,-0.64,4937,-0.32,4063,13.17,4016,64.4,321,121,5152
S01004235,300,Moray,Moray - IZ One,Aberlour,702,442,15.24,3558,8,55,4252,7,30,4430,-0.74,5176,-0.28,3940,17.5,2827,80.38,112,77,5732
S01004236,300,Moray,Moray - IZ One,Dufftown,850,463,14.28,3780,11,90,3460,11,50,3345,0.25,2528,-0.42,4345,9.93,4895,10.15,4289,307,3089
S01004237,300,Moray,Moray - IZ One,Dufftown,622,357,9.72,4801,7,45,4352,7,20,4633,-0.43,4390,-0.1,3445,11.33,4532,13.54,3679,176,4431
S01004238,300,Moray,Moray - IZ Three,Dufftown,557,341,13.7,3894,8,45,4186,8,25,4284,-1.24,6049,-0.44,4392,16.9,2982,67.64,258,136,4951
S01004239,300,Moray,Moray - IZ Two,Aberlour,832,437,7.32,5352,6,50,4735,6,25,4919,-0.48,4540,-0.6,4779,11.71,4417,8.85,4554,197,4162
S01004240,300,Moray,Moray - IZ Two,Aberlour,720,444,12.57,4130,4,25,5666,5,25,5257,-0.95,5603,-0.25,3868,13.19,4009,81.89,95,207,4046
S01004241,300,Moray,Moray - IZ Two,Aberlour,576,326,9.4,4878,4,25,5410,6,20,4729,-1.18,5953,-0.36,4174,16.34,3127,44.38,811,,6222
S01004242,300,Moray,Moray - IZ Five,Forres,826,492,16.33,3342,8,65,4234,9,45,3895,-1.38,6207,-0.29,3978,15.26,3406,89.49,45,108,5343
S01004243,300,Moray,Moray - IZ Three,Keith,657,393,14.68,3690,9,60,3794,7,25,4571,-1.07,5795,-0.25,3881,20.52,2194,71.02,212,,5889
S01004244,300,Moray,Moray - IZ Two,Rothes,566,326,16.36,3336,11,65,3284,14,45,2562,-0.58,4805,0.12,2898,15.22,3427,20.84,2570,189,4284
S01004245,300,Moray,Moray - IZ Two,Rothes,931,537,13.69,3899,7,65,4420,7,40,4425,-0.28,3972,-0.23,3807,15.01,3478,54.47,535,151,4764
S01004246,300,Moray,Moray - IZ Three,Aberchirder,642,410,12.59,4124,5,30,5347,7,30,4499,-0.94,5575,-0.88,5457,18.43,2607,81.73,98,,5875
S01004247,300,Moray,Moray - IZ Four,Keith,819,512,17.76,3109,14,110,2777,10,50,3650,0.15,2791,0.19,2724,11.88,4360,11.57,4022,734,931
S01004248,300,Moray,Moray - IZ Four,Keith,993,553,17.67,3126,12,120,3097,13,70,2748,-0.15,3621,0.49,2037,14.24,3685,13.84,3618,222,3888
S01004249,300,Moray,Moray - IZ Four,Keith,861,531,11.25,4429,9,75,4008,11,55,3356,-0.42,4379,-0.6,4789,12.04,4323,0.46,6422,545,1624
S01004250,300,Moray,Moray - IZ Four,Keith,941,547,11.47,4375,10,95,3615,6,35,4742,-0.08,3434,-0.69,5045,8.68,5194,19.46,2749,380,2515
S01004251,300,Moray,Moray - IZ Four,Keith,839,420,10.06,4723,9,80,3760,8,30,4203,-0.11,3520,-1.14,5861,7.88,5353,4.41,5492,393,2420
S01004252,300,Moray,Moray - IZ Three,Keith,568,346,13.83,3875,7,40,4413,7,25,4434,-1.01,5707,-0.95,5593,17.21,2903,80.6,109,156,4692
S01004253,300,Moray,Moray - IZ Three,Keith,521,324,13.13,4020,8,45,4089,7,20,4371,-0.75,5198,0.15,2824,18.67,2563,41.8,928,,6373
S01004254,300,Moray,Moray - IZ Five,Forres,654,360,9.78,4789,6,40,4788,5,20,5210,-1.31,6131,-1.09,5791,10.36,4791,62.9,352,,5907
S01004255,300,Moray,Moray - IZ Nine,Elgin,2304,1443,17.23,3192,11,250,3362,10,145,3488,0.06,3058,-0.46,4450,8.2,5298,52.83,571,245,3648
S01004256,300,Moray,Moray - IZ Five,Forres,1436,903,15.84,3439,11,160,3302,9,80,3931,-0.24,3874,-0.05,3303,16.27,3148,38.85,1057,234,3775
S01004257,300,Moray,Moray - IZ Nine,Lhanbryde,608,408,8.3,5127,3,20,5866,4,15,5926,-1.19,5970,-0.91,5517,11.49,4490,66.83,271,,6273
S01004258,300,Moray,Moray - IZ Six,Portgordon,818,490,11.08,4476,7,55,4497,5,25,5193,-1.29,6105,-0.62,4850,16.78,3018,63.72,333,67,5883
S01004259,300,Moray,Moray - IZ Seven,Forres,659,394,11.07,4479,10,70,3527,7,25,4668,-0.27,3964,-0.67,4993,6.82,5555,25.4,2033,118,5194
S01004260,300,Moray,Moray - IZ Seven,Forres,507,292,7.03,5423,4,20,5483,5,15,5132,-1.14,5903,-1.16,5897,3.91,6109,39.43,1029,,5914
S01004261,300,Moray,Moray - IZ Seven,Forres,736,478,20.69,2653,16,120,2216,13,65,2658,-0.31,4058,0.59,1790,17.07,2939,18.45,2873,260,3502
S01004262,300,Moray,Moray - IZ Eight,Kinloss,804,502,13.67,3903,8,65,4101,7,35,4618,-0.91,5527,-0.75,5179,15.82,3260,73.79,173,136,4954
S01004263,300,Moray,Moray - IZ Seven,Forres,726,416,26.17,1962,21,150,1444,14,60,2411,-0.1,3487,0.85,1191,28.19,1248,18.36,2891,314,3033
S01004264,300,Moray,Moray - IZ Six,Fochabers,720,418,15.03,3611,13,90,2996,11,45,3358,-0.41,4330,-0.11,3479,12.16,4292,21.87,2444,198,4149
S01004265,300,Moray,Moray - IZ Seven,Forres,795,513,15.58,3488,11,90,3280,12,60,2949,-0.21,3768,0.19,2718,13.25,3987,7.27,4894,347,2764
S01004266,300,Moray,Moray - IZ Seven,Forres,502,270,24.79,2117,20,100,1569,19,55,1612,0.29,2428,-0.05,3300,12.31,4252,0.45,6424,586,1455
S01004267,300,Moray,Moray - IZ Ten,Forres,480,264,4.44,6062,4,20,5666,5,15,5567,-1.33,6150,-1.07,5776,4.85,5925,10.94,4140,376,2546
S01004268,300,Moray,Moray - IZ Seven,Forres,656,401,17.74,3111,15,95,2544,11,40,3310,-0.89,5479,0.43,2155,13.34,3963,19.04,2799,564,1565
S01004269,300,Moray,Moray - IZ Six,Fochabers,741,442,11.45,4380,8,55,4302,9,35,3946,0.02,3174,-0.43,4367,12.24,4270,10.39,4244,381,2508
S01004270,300,Moray,Moray - IZ Ten,Forres,495,305,34.03,1285,21,100,1486,24,75,843,0.44,2025,0.61,1707,18.44,2606,0.27,6466,1574,143
S01004271,300,Moray,Moray - IZ Ten,Forres,563,320,22.55,2358,21,120,1419,15,50,2284,0.34,2302,-0.33,4080,18.17,2688,2.68,5901,389,2456
S01004272,300,Moray,Moray - IZ Ten,Forres,567,375,5.49,5810,3,20,5834,3,10,6010,-1.2,5985,-0.79,5275,8.51,5235,34.11,1342,,5976
S01004273,300,Moray,Moray - IZ Ten,Forres,578,355,4.91,5963,4,20,5638,4,10,5932,-1.58,6350,-0.91,5514,5.48,5807,26.61,1915,131,5027
S01004274,300,Moray,Moray - IZ Five,Forres,907,566,12.93,4052,8,70,4284,8,45,4224,-0.91,5521,-0.65,4946,11.43,4504,61.55,378,193,4229
S01004275,300,Moray,Moray - IZ Fourteen,Mosstodloch,548,335,14.98,3621,9,50,3962,9,30,3735,-0.2,3727,0.34,2359,12.48,4202,33.46,1380,,6218
S01004276,300,Moray,Moray - IZ Ten,Forres,809,463,26.33,1948,17,135,2143,21,100,1224,0.38,2190,0.2,2692,13.2,4002,8.74,4576,617,1310
S01004277,300,Moray,Moray - IZ Eleven,Elgin,715,491,6.06,5658,4,30,5586,7,35,4701,-1.1,5846,-0.61,4810,3.9,6110,16.42,3181,117,5212
S01004278,300,Moray,Moray - IZ Nineteen,Lhanbryde,902,524,15.06,3601,8,75,4104,10,55,3436,-0.16,3652,-0.23,3794,11.57,4461,36.03,1224,375,2553
S01004279,300,Moray,Moray - IZ Nineteen,Lhanbryde,878,564,29.2,1665,21,185,1399,14,80,2424,0.03,3140,0.87,1145,13.89,3802,46.07,749,405,2353
S01004280,300,Moray,Moray - IZ Eleven,Elgin,874,517,14.79,3663,10,90,3530,10,50,3452,-0.07,3418,0.19,2734,13.23,3994,9.34,4460,407,2338
S01004281,300,Moray,Moray - IZ Thirteen,Cullen,680,406,14.69,3685,11,75,3279,7,25,4563,-0.46,4475,-0.3,4013,10.32,4803,50.71,619,237,3744
S01004282,300,Moray,Moray - IZ Twelve,Elgin,825,535,29.84,1616,22,180,1359,18,95,1708,0.49,1916,0.74,1434,19.72,2355,1.68,6135,879,643
S01004283,300,Moray,Moray - IZ Twelve,Elgin,662,407,21.47,2525,13,85,2858,14,55,2394,0.51,1836,0.17,2766,14.09,3726,4.49,5471,944,542
S01004284,300,Moray,Moray - IZ Eleven,Elgin,769,491,23.47,2264,13,100,2886,18,90,1779,0.45,1996,0.36,2303,21.99,1948,13.81,3623,519,1728
S01004285,300,Moray,Moray - IZ Eight,Kinloss,512,378,9.16,4918,5,25,5088,3,10,6262,-2.57,6504,-0.01,3209,1.59,6429,55.25,517,,5625
S01004286,300,Moray,Moray - IZ Eight,Kinloss,488,327,7.82,5223,7,35,4359,5,15,5403,-1.24,6044,-0.56,4683,5.4,5818,29.27,1656,,6376
S01004287,300,Moray,Moray - IZ Fourteen,Mosstodloch,614,341,13.48,3945,6,40,4698,8,30,4085,-0.26,3924,-0.38,4212,10.53,4748,56.15,505,148,4783
S01004288,300,Moray,Moray - IZ Eleven,Elgin,696,444,8.38,5098,6,45,4649,5,25,5159,-0.61,4865,-0.39,4255,9.8,4938,7.03,4949,631,1259
S01004289,300,Moray,Moray - IZ Twelve,Elgin,531,365,16.08,3386,8,45,4074,13,45,2714,-0.18,3682,0.15,2829,18.43,2609,22.57,2356,259,3511
S01004290,300,Moray,Moray - IZ Thirteen,Buckie,868,546,12.81,4076,5,45,5118,8,45,4193,-0.55,4699,-0.36,4164,11.43,4506,57.5,476,291,3235
S01004291,300,Moray,Moray - IZ Twelve,Elgin,776,484,8.93,4973,6,50,4758,6,30,4740,-0.44,4434,-0.47,4458,11,4614,11,4128,503,1802
S01004292,300,Moray,Moray - IZ Sixteen,Elgin,863,511,16.77,3262,13,115,2832,9,45,3810,-0.5,4593,0.05,3062,6.2,5672,37.4,1148,394,2413
S01004293,300,Moray,Moray - IZ Fifteen,Elgin,816,427,8.43,5085,6,50,4683,8,35,4092,-0.37,4243,-1.18,5912,3.02,6258,16.11,3234,136,4956
