Data Zone,Local Authority Code,Police Force Area,SIMD Crime 2012 rank,SIMD Crime 2012 count,"SIMD Crimes per 10,000 total population",,Notes
S01002046,230,Lothian and Borders,339,71,1144,,
S01001165,180,Tayside,340,92,1144,,
S01001168,180,Tayside,341,84,1143,,
S01002755,250,Fife,342,91,1140,,
S01000733,130,Strathclyde,343,87,1138,,
S01003862,270,Northern,344,79,1135,,
S01003088,260,Strathclyde,345,132,1134,,
S01003687,260,Strathclyde,346,65,1132,,
S01004068,280,Strathclyde,347,79,1129,,
S01001230,180,Tayside,348,86,1127,,
S01003976,270,Northern,349,82,1125,,
S01004604,320,Strathclyde,350,63,1125,,
S01002270,230,Lothian and Borders,351,206,1124,,
S01005952,380,Strathclyde,352,119,1123,,
S01004561,320,Strathclyde,353,103,1122,,
S01000620,120,Tayside,354,118,1121,,
S01000136,100,Grampian,355,71,1121,,
S01003541,260,Strathclyde,356,108,1119,,
S01005811,380,Strathclyde,357,59,1119,,
S01003403,260,Strathclyde,358,116,1118,,
S01002845,250,Fife,359,91,1117,,
S01000217,100,Grampian,360,77,1117,,
S01001399,190,Strathclyde,361,100,1115,,
S01001926,230,Lothian and Borders,362,85,1115,,
S01005218,350,Strathclyde,363,96,1111,,
S01002290,230,Lothian and Borders,364,109,1109,,
S01005759,380,Strathclyde,365,85,1109,,
S01003919,270,Northern,366,70,1108,,
S01000190,100,Grampian,367,91,1108,,
S01003601,260,Strathclyde,368,96,1106,,
S01000078,100,Grampian,369,96,1104,,
S01002087,230,Lothian and Borders,370,113,1103,,
S01003562,260,Strathclyde,371,76,1103,,
S01002682,250,Fife,372,62,1100,,
S01002446,240,Central,373,104,1100,,
S01003157,260,Strathclyde,374,140,1095,,
S01003390,260,Strathclyde,375,108,1095,,
S01005219,350,Strathclyde,376,100,1094,,
S01001156,180,Tayside,377,82,1092,,
S01002277,230,Lothian and Borders,378,85,1090,,
S01004070,280,Strathclyde,379,85,1089,,
S01006286,395,Strathclyde,380,115,1089,,
S01004768,320,Strathclyde,381,89,1089,,
S01003366,260,Strathclyde,382,104,1088,,
S01001510,200,Strathclyde,383,68,1086,,
S01005954,380,Strathclyde,384,58,1085,,
S01004748,320,Strathclyde,385,66,1085,,
S01004223,290,Lothian and Borders,386,78,1084,,
S01005369,355,Lothian and Borders,387,90,1082,,
S01004072,280,Strathclyde,388,117,1079,,
S01003473,260,Strathclyde,389,107,1078,,
S01003191,260,Strathclyde,390,61,1077,,
S01003208,260,Strathclyde,391,113,1076,,
S01004497,310,Strathclyde,392,82,1075,,
S01002876,250,Fife,393,72,1074,,
S01004516,310,Strathclyde,394,53,1073,,
S01002677,250,Fife,395,102,1072,,
S01003347,260,Strathclyde,396,115,1071,,
S01001893,230,Lothian and Borders,397,99,1071,,
S01004080,280,Strathclyde,398,80,1070,,
S01002721,250,Fife,399,87,1069,,
S01001506,200,Strathclyde,400,56,1068,,
S01001839,230,Lothian and Borders,401,87,1067,,
S01000157,100,Grampian,402,67,1066,,
S01003617,260,Strathclyde,403,95,1066,,
S01003064,260,Strathclyde,404,94,1066,,
S01002232,230,Lothian and Borders,405,93,1065,,
S01001613,210,Lothian and Borders,406,79,1064,,
S01006128,390,Central,407,79,1063,,
S01003206,260,Strathclyde,408,87,1058,,
S01000082,100,Grampian,409,100,1057,,
S01006198,395,Strathclyde,410,74,1057,,
S01001034,170,Dumfries & Galloway,411,75,1056,,
S01004063,280,Strathclyde,412,63,1054,,
S01000867,150,Central,413,89,1054,,
S01001217,180,Tayside,414,114,1053,,
S01006477,400,Lothian and Borders,415,80,1051,,
S01000564,110,Grampian,416,105,1048,,
S01003401,260,Strathclyde,417,78,1048,,
S01004041,280,Strathclyde,418,61,1047,,
S01001595,210,Lothian and Borders,419,68,1046,,
S01006258,395,Strathclyde,420,71,1045,,
S01005328,350,Strathclyde,421,67,1045,,
S01001224,180,Tayside,422,109,1045,,
S01003418,260,Strathclyde,423,104,1043,,
S01004399,310,Strathclyde,424,47,1043,,
S01003336,260,Strathclyde,425,95,1041,,
S01002855,250,Fife,426,67,1041,,
S01004501,310,Strathclyde,427,64,1040,,
S01005208,350,Strathclyde,428,48,1039,,
S01000183,100,Grampian,429,122,1038,,
S01004550,320,Strathclyde,430,73,1037,,
S01003910,270,Northern,431,69,1036,,
S01001874,230,Lothian and Borders,432,106,1036,,
S01000491,110,Grampian,433,60,1035,,
S01004066,280,Strathclyde,434,59,1033,,
S01005959,380,Strathclyde,435,55,1033,,
S01003253,260,Strathclyde,436,69,1033,,
S01003997,270,Northern,437,87,1032,,
S01006012,380,Strathclyde,438,82,1032,,
S01004645,320,Strathclyde,439,97,1032,,
S01001114,180,Tayside,440,97,1031,,
S01004817,320,Strathclyde,441,64,1031,,
S01001965,230,Lothian and Borders,442,80,1031,,
S01000929,170,Dumfries & Galloway,443,46,1030,,
S01003845,270,Northern,444,103,1027,,
S01005274,350,Strathclyde,445,70,1027,,
S01005037,340,Tayside,446,116,1026,,
S01000489,110,Grampian,447,93,1024,,
S01000836,150,Central,448,85,1024,,
S01005075,340,Tayside,449,36,1023,,
S01002765,250,Fife,450,81,1022,,
S01003226,260,Strathclyde,451,78,1021,,
S01000804,130,Strathclyde,452,87,1017,,
S01004515,310,Strathclyde,453,100,1017,,
S01006141,390,Central,454,179,1016,,
S01006326,400,Lothian and Borders,455,101,1016,,
S01005755,380,Strathclyde,456,79,1013,,
S01001894,230,Lothian and Borders,457,77,1011,,
S01000846,150,Central,458,74,1010,,
S01004891,320,Strathclyde,459,84,1010,,
S01001513,200,Strathclyde,460,76,1010,,
S01003316,260,Strathclyde,461,60,1008,,
S01000487,110,Grampian,462,60,1008,,
S01004751,320,Strathclyde,463,71,1008,,
S01003643,260,Strathclyde,464,63,1008,,
S01000185,100,Grampian,465,89,1006,,
S01000612,120,Tayside,466,85,1005,,
S01000693,120,Tayside,467,96,1004,,
S01001238,180,Tayside,468,55,1003,,
S01002864,250,Fife,469,56,1003,,
S01001251,180,Tayside,470,52,1003,,
S01003619,260,Strathclyde,471,94,1003,,
S01002850,250,Fife,472,82,1002,,
S01003482,260,Strathclyde,473,68,1002,,
S01003437,260,Strathclyde,474,71,1001,,
S01003593,260,Strathclyde,475,76,1001,,
S01003596,260,Strathclyde,476,80,998,,
S01001628,210,Lothian and Borders,477,57,998,,
S01001245,180,Tayside,478,88,996,,
S01005768,380,Strathclyde,479,91,992,,
S01001937,230,Lothian and Borders,480,86,991,,
S01001310,190,Strathclyde,481,71,990,,
S01004548,320,Strathclyde,482,70,990,,
S01004807,320,Strathclyde,483,48,990,,
S01002852,250,Fife,484,96,988,,
S01003419,260,Strathclyde,485,96,987,,
S01005531,370,Strathclyde,486,59,984,,
S01003428,260,Strathclyde,487,74,982,,
S01003356,260,Strathclyde,488,74,982,,
S01003160,260,Strathclyde,489,59,982,,
S01001592,210,Lothian and Borders,490,69,980,,
S01001978,230,Lothian and Borders,491,123,980,,
S01004556,320,Strathclyde,492,66,979,,
S01002762,250,Fife,493,54,978,,
S01003342,260,Strathclyde,494,66,978,,
S01002102,230,Lothian and Borders,495,66,977,,
S01005167,350,Strathclyde,496,61,977,,
S01001324,190,Strathclyde,497,96,975,,
S01005182,350,Strathclyde,498,68,974,,
S01001371,190,Strathclyde,499,67,974,,
S01004916,320,Strathclyde,500,64,973,,
S01004052,280,Strathclyde,501,61,972,,
S01003158,260,Strathclyde,502,73,972,,
S01004437,310,Strathclyde,503,79,970,,
S01000125,100,Grampian,504,101,970,,
S01005275,350,Strathclyde,505,48,970,,
S01004321,300,Grampian,506,66,969,,
S01000148,100,Grampian,507,57,969,,
S01003028,260,Strathclyde,508,89,968,,
S01004482,310,Strathclyde,509,76,968,,
S01002267,230,Lothian and Borders,510,109,966,,
S01001086,170,Dumfries & Galloway,511,71,965,,
S01004403,310,Strathclyde,512,46,965,,
S01006064,380,Strathclyde,513,73,961,,
S01006135,390,Central,514,52,960,,
S01002239,230,Lothian and Borders,515,89,959,,
S01002141,230,Lothian and Borders,516,71,959,,
S01002866,250,Fife,517,99,959,,
S01004612,320,Strathclyde,518,90,959,,
S01005487,355,Lothian and Borders,519,67,958,,
S01003075,260,Strathclyde,520,62,958,,
S01004079,280,Strathclyde,521,59,957,,
S01003590,260,Strathclyde,522,58,957,,
S01004380,310,Strathclyde,523,58,955,,
S01000905,170,Dumfries & Galloway,524,63,954,,
S01005855,380,Strathclyde,525,83,954,,
S01004617,320,Strathclyde,526,62,953,,
S01003042,260,Strathclyde,527,56,953,,
S01001175,180,Tayside,528,73,952,,
S01006041,380,Strathclyde,529,79,951,,
S01001463,200,Strathclyde,530,68,951,,
S01002673,250,Fife,531,48,951,,
S01004648,320,Strathclyde,532,91,950,,
S01002779,250,Fife,533,57,949,,
S01001870,230,Lothian and Borders,534,79,949,,
S01003457,260,Strathclyde,535,120,948,,
S01003379,260,Strathclyde,536,58,948,,
S01001759,220,Strathclyde,537,67,946,,
S01002520,240,Central,538,64,946,,
S01000069,100,Grampian,539,65,945,,
S01001832,230,Lothian and Borders,540,64,945,,
S01005288,350,Strathclyde,541,69,944,,
S01004283,300,Grampian,542,63,944,,
S01003999,270,Northern,543,79,944,,
S01003387,260,Strathclyde,544,67,944,,
S01003572,260,Strathclyde,545,112,943,,
S01003414,260,Strathclyde,546,49,943,,
S01003082,260,Strathclyde,547,99,942,,
S01001253,180,Tayside,548,57,942,,
S01006194,395,Strathclyde,549,86,940,,
S01004577,320,Strathclyde,550,56,939,,
S01005246,350,Strathclyde,551,80,938,,
S01001176,180,Tayside,552,64,934,,
S01006229,395,Strathclyde,553,86,934,,
S01002266,230,Lothian and Borders,554,67,933,,
S01003519,260,Strathclyde,555,51,933,,
S01004711,320,Strathclyde,556,84,933,,
S01003255,260,Strathclyde,557,84,932,,
S01004704,320,Strathclyde,558,53,932,,
S01002302,230,Lothian and Borders,559,79,931,,
S01000179,100,Grampian,560,74,930,,
S01005066,340,Tayside,561,72,929,,
S01001512,200,Strathclyde,562,71,929,,
S01003172,260,Strathclyde,563,79,929,,
S01002335,230,Lothian and Borders,564,85,927,,
S01006132,390,Central,565,66,927,,
S01003567,260,Strathclyde,566,101,927,,
S01002658,250,Fife,567,105,927,,
S01006183,395,Strathclyde,568,70,927,,
S01003402,260,Strathclyde,569,80,925,,
S01003297,260,Strathclyde,570,54,924,,
S01004138,290,Lothian and Borders,571,60,924,,
S01004614,320,Strathclyde,572,65,923,,
S01004374,310,Strathclyde,573,64,923,,
S01002500,240,Central,574,57,922,,
S01000749,130,Strathclyde,575,47,921,,
S01004428,310,Strathclyde,576,74,921,,
S01003269,260,Strathclyde,577,68,919,,
S01005757,380,Strathclyde,578,53,918,,
S01002285,230,Lothian and Borders,579,88,918,,
S01005049,340,Tayside,580,78,917,,
S01003540,260,Strathclyde,581,43,917,,
S01004594,320,Strathclyde,582,45,917,,
S01001203,180,Tayside,583,65,916,,
S01005184,350,Strathclyde,584,76,915,,
S01002473,240,Central,585,87,914,,
S01003249,260,Strathclyde,586,63,913,,
S01001312,190,Strathclyde,587,61,913,,
S01005308,350,Strathclyde,588,45,913,,
S01001587,210,Lothian and Borders,589,69,912,,
S01006330,400,Lothian and Borders,590,66,912,,
S01001171,180,Tayside,591,53,912,,
S01003173,260,Strathclyde,592,51,910,,
S01001823,230,Lothian and Borders,593,87,910,,
S01003669,260,Strathclyde,594,74,910,,
S01002321,230,Lothian and Borders,595,92,910,,
S01000656,120,Tayside,596,74,909,,
S01004417,310,Strathclyde,597,67,909,,
S01004303,300,Grampian,598,49,908,,
S01001019,170,Dumfries & Galloway,599,90,906,,
S01003521,260,Strathclyde,600,54,906,,
S01000482,110,Grampian,601,80,905,,
S01002539,240,Central,602,69,905,,
S01003708,260,Strathclyde,603,75,904,,
S01000770,130,Strathclyde,604,50,904,,
S01004075,280,Strathclyde,605,40,902,,
S01002778,250,Fife,606,73,902,,
S01005315,350,Strathclyde,607,66,902,,
S01003083,260,Strathclyde,608,107,901,,
S01006339,400,Lothian and Borders,609,84,901,,
S01003935,270,Northern,610,71,901,,
S01003444,260,Strathclyde,611,67,898,,
S01003470,260,Strathclyde,612,105,897,,
S01003198,260,Strathclyde,613,95,897,,
S01002821,250,Fife,614,91,897,,
S01004761,320,Strathclyde,615,44,896,,
S01004343,300,Grampian,616,52,896,,
S01002759,250,Fife,617,90,896,,
S01005597,370,Strathclyde,618,83,895,,
S01002728,250,Fife,619,82,894,,
S01002525,240,Central,620,62,894,,
S01006062,380,Strathclyde,621,57,893,,
S01003501,260,Strathclyde,622,60,893,,
S01003671,260,Strathclyde,623,64,892,,
S01003309,260,Strathclyde,624,79,892,,
S01006193,395,Strathclyde,625,71,892,,
S01003495,260,Strathclyde,626,113,891,,
S01003140,260,Strathclyde,627,88,891,,
S01002503,240,Central,628,52,891,,
S01006007,380,Strathclyde,629,43,890,,
S01000747,130,Strathclyde,630,53,885,,
S01003672,260,Strathclyde,631,63,885,,
S01002474,240,Central,632,62,883,,
S01005372,355,Lothian and Borders,633,78,883,,
S01002758,250,Fife,634,60,883,,
S01001222,180,Tayside,635,96,882,,
S01005543,370,Strathclyde,636,68,882,,
S01006320,400,Lothian and Borders,637,91,882,,
S01006205,395,Strathclyde,638,56,882,,
S01001184,180,Tayside,639,73,881,,
S01003839,270,Northern,640,56,880,,
S01005591,370,Strathclyde,641,74,880,,
S01001147,180,Tayside,642,75,880,,
S01004282,300,Grampian,643,73,879,,
S01005880,380,Strathclyde,644,62,879,,
S01004517,310,Strathclyde,645,70,879,,
S01005769,380,Strathclyde,646,65,879,,
S01002667,250,Fife,647,55,878,,
S01000198,100,Grampian,648,65,876,,
S01003603,260,Strathclyde,649,69,875,,
S01000611,120,Tayside,650,49,875,,
S01001212,180,Tayside,651,52,874,,
S01004821,320,Strathclyde,652,130,873,,
S01005932,380,Strathclyde,653,51,872,,
S01001136,180,Tayside,654,100,872,,
S01003644,260,Strathclyde,655,78,872,,
S01000195,100,Grampian,656,64,871,,
S01003435,260,Strathclyde,657,63,870,,
S01005177,350,Strathclyde,658,75,870,,
S01003222,260,Strathclyde,659,57,869,,
S01002895,250,Fife,660,53,868,,
S01003256,260,Strathclyde,661,103,868,,
S01006057,380,Strathclyde,662,61,867,,
S01003706,260,Strathclyde,663,58,866,,
S01004808,320,Strathclyde,664,56,866,,
S01006401,400,Lothian and Borders,665,71,866,,
S01000128,100,Grampian,666,178,866,,
S01003271,260,Strathclyde,667,120,865,,
S01000181,100,Grampian,668,46,865,,
S01004583,320,Strathclyde,669,72,864,,
S01003324,260,Strathclyde,670,52,864,,
S01001820,230,Lothian and Borders,671,72,863,,
S01004827,320,Strathclyde,672,55,862,,
S01003469,260,Strathclyde,673,87,862,,
S01003351,260,Strathclyde,674,112,862,,
S01003459,260,Strathclyde,675,75,862,,
S01001780,220,Strathclyde,676,70,862,,
S01004493,310,Strathclyde,677,78,860,,
S01003940,270,Northern,678,77,860,,
S01002265,230,Lothian and Borders,679,134,860,,
S01001121,180,Tayside,680,58,860,,
S01000513,110,Grampian,681,73,860,,
S01003557,260,Strathclyde,682,76,859,,
S01006287,395,Strathclyde,683,53,857,,
S01004823,320,Strathclyde,684,71,857,,
S01000141,100,Grampian,685,68,857,,
S01002318,230,Lothian and Borders,686,84,857,,
S01005957,380,Strathclyde,687,85,857,,
S01001297,190,Strathclyde,688,69,857,,
S01005997,380,Strathclyde,689,48,857,,
S01003399,260,Strathclyde,690,222,856,,
S01004182,290,Lothian and Borders,691,72,856,,
S01003650,260,Strathclyde,692,62,856,,
S01004546,320,Strathclyde,693,69,854,,
S01003571,260,Strathclyde,694,75,853,,
S01003099,260,Strathclyde,695,41,852,,
S01005938,380,Strathclyde,696,69,852,,
S01002877,250,Fife,697,69,851,,
S01001108,180,Tayside,698,119,851,,
S01004418,310,Strathclyde,699,75,851,,
S01005547,370,Strathclyde,700,79,850,,
S01006276,395,Strathclyde,701,66,850,,
S01001716,220,Strathclyde,702,70,850,,
S01004050,280,Strathclyde,703,32,850,,
S01000860,150,Central,704,70,849,,
S01006199,395,Strathclyde,705,58,849,,
S01004830,320,Strathclyde,706,59,848,,
S01005324,350,Strathclyde,707,63,847,,
S01003376,260,Strathclyde,708,47,845,,
S01003711,260,Strathclyde,709,75,845,,
S01006182,395,Strathclyde,710,50,845,,
S01002281,230,Lothian and Borders,711,59,845,,
S01005683,380,Strathclyde,712,65,845,,
S01003154,260,Strathclyde,713,78,844,,
S01003705,260,Strathclyde,714,76,844,,
S01000192,100,Grampian,715,63,844,,
S01000653,120,Tayside,716,83,843,,
S01002903,250,Fife,717,78,842,,
S01003322,260,Strathclyde,718,75,842,,
S01004039,280,Strathclyde,719,30,841,,
S01004427,310,Strathclyde,720,55,841,,
S01005921,380,Strathclyde,721,53,840,,
S01003432,260,Strathclyde,722,78,840,,
S01000311,110,Grampian,723,72,839,,
S01003239,260,Strathclyde,724,76,839,,
S01006234,395,Strathclyde,725,49,838,,
S01005992,380,Strathclyde,726,48,837,,
S01005701,380,Strathclyde,727,59,837,,
S01001509,200,Strathclyde,728,67,836,,
S01003982,270,Northern,729,59,836,,
S01006102,390,Central,730,64,836,,
S01000669,120,Tayside,731,60,834,,
S01006066,380,Strathclyde,732,81,834,,
S01004407,310,Strathclyde,733,55,834,,
S01003926,270,Northern,734,53,833,,
S01004443,310,Strathclyde,735,56,832,,
S01004090,280,Strathclyde,736,26,832,,
S01003056,260,Strathclyde,737,74,831,,
S01004652,320,Strathclyde,738,73,831,,
S01000815,130,Strathclyde,739,49,830,,
S01005261,350,Strathclyde,740,48,828,,
S01005222,350,Strathclyde,741,48,828,,
S01000055,100,Grampian,742,65,827,,
S01000138,100,Grampian,743,95,825,,
S01003576,260,Strathclyde,744,77,825,,
S01005196,350,Strathclyde,745,63,825,,
S01002975,250,Fife,746,50,824,,
S01005248,350,Strathclyde,747,53,824,,
S01003167,260,Strathclyde,748,78,823,,
S01006098,390,Central,749,50,823,,
S01003635,260,Strathclyde,750,43,823,,
S01004722,320,Strathclyde,751,53,822,,
S01003118,260,Strathclyde,752,72,822,,
S01003290,260,Strathclyde,753,59,822,,
S01000112,100,Grampian,754,82,821,,
S01002655,250,Fife,755,55,821,,
S01001191,180,Tayside,756,51,821,,
S01001208,180,Tayside,757,43,820,,
S01001497,200,Strathclyde,758,59,819,,
S01000608,120,Tayside,759,83,818,,
S01003456,260,Strathclyde,760,32,818,,
S01003515,260,Strathclyde,761,53,818,,
S01002839,250,Fife,762,47,817,,
S01003683,260,Strathclyde,763,62,816,,
S01005990,380,Strathclyde,764,94,816,,
S01005427,355,Lothian and Borders,765,60,815,,
S01001770,220,Strathclyde,766,40,814,,
S01003217,260,Strathclyde,767,51,813,,
S01001859,230,Lothian and Borders,768,83,813,,
S01003504,260,Strathclyde,769,77,812,,
S01005995,380,Strathclyde,770,49,812,,
S01003408,260,Strathclyde,771,63,811,,
S01000970,170,Dumfries & Galloway,772,58,811,,
S01006455,400,Lothian and Borders,773,53,810,,
S01000834,150,Central,774,80,808,,
S01000768,130,Strathclyde,775,63,807,,
S01003293,260,Strathclyde,776,67,807,,
S01004432,310,Strathclyde,777,79,806,,
S01003272,260,Strathclyde,778,127,806,,
S01005373,355,Lothian and Borders,779,59,806,,
S01002191,230,Lothian and Borders,780,67,806,,
S01002236,230,Lothian and Borders,781,71,806,,
S01000293,110,Grampian,782,68,806,,
S01004087,280,Strathclyde,783,40,805,,
S01005506,360,Northern,784,65,805,,
S01004492,310,Strathclyde,785,76,805,,
S01002289,230,Lothian and Borders,786,86,804,,
S01000119,100,Grampian,787,64,804,,
S01006422,400,Lothian and Borders,788,55,802,,
S01003204,260,Strathclyde,789,74,801,,
S01005770,380,Strathclyde,790,48,801,,
S01006231,395,Strathclyde,791,67,801,,
S01001202,180,Tayside,792,45,799,,
S01005939,380,Strathclyde,793,53,798,,
S01005019,340,Tayside,794,91,798,,
S01004140,290,Lothian and Borders,795,43,798,,
S01003502,260,Strathclyde,796,114,797,,
S01003629,260,Strathclyde,797,61,797,,
S01001946,230,Lothian and Borders,798,67,796,,
S01005764,380,Strathclyde,799,43,796,,
S01001864,230,Lothian and Borders,800,100,795,,
S01005532,370,Strathclyde,801,63,795,,
S01005251,350,Strathclyde,802,62,794,,
S01005965,380,Strathclyde,803,69,793,,
S01000135,100,Grampian,804,54,792,,
S01001935,230,Lothian and Borders,805,65,792,,
S01006301,400,Lothian and Borders,806,52,792,,
S01000625,120,Tayside,807,45,791,,
S01003200,260,Strathclyde,808,58,791,,
S01004880,320,Strathclyde,809,57,791,,
S01004027,280,Strathclyde,810,53,790,,
S01005507,360,Northern,811,42,789,,
S01002580,250,Fife,812,59,789,,
S01003755,270,Northern,813,102,789,,
S01004793,320,Strathclyde,814,59,788,,
S01006352,400,Lothian and Borders,815,55,787,,
S01003248,260,Strathclyde,816,87,786,,
S01005926,380,Strathclyde,817,72,786,,
S01000796,130,Strathclyde,818,45,785,,
S01002519,240,Central,819,59,784,,
S01001037,170,Dumfries & Galloway,820,66,784,,
S01004655,320,Strathclyde,821,71,784,,
S01000841,150,Central,822,77,783,,
S01004081,280,Strathclyde,823,57,782,,
S01001117,180,Tayside,824,50,782,,
S01002919,250,Fife,825,66,782,,
S01003796,270,Northern,826,50,781,,
S01000717,130,Strathclyde,827,68,781,,
S01004959,330,Northern,828,50,781,,
S01003924,270,Northern,829,39,781,,
S01001589,210,Lothian and Borders,830,59,781,,
S01002275,230,Lothian and Borders,831,109,781,,
S01005382,355,Lothian and Borders,832,57,780,,
S01003246,260,Strathclyde,833,72,780,,
S01001241,180,Tayside,834,47,779,,
S01006000,380,Strathclyde,835,52,779,,
S01002529,240,Central,836,87,778,,
S01005958,380,Strathclyde,837,41,778,,
S01005948,380,Strathclyde,838,61,778,,
S01003188,260,Strathclyde,839,94,778,,
S01004812,320,Strathclyde,840,59,777,,
S01004874,320,Strathclyde,841,74,777,,
S01000483,110,Grampian,842,72,777,,
S01006022,380,Strathclyde,843,42,777,,
S01004084,280,Strathclyde,844,69,777,,
S01005961,380,Strathclyde,845,88,775,,
S01004609,320,Strathclyde,846,45,774,,
S01001164,180,Tayside,847,46,774,,
S01005199,350,Strathclyde,848,58,773,,
S01002206,230,Lothian and Borders,849,73,773,,
S01001817,230,Lothian and Borders,850,55,773,,
S01006280,395,Strathclyde,851,53,773,,
S01002310,230,Lothian and Borders,852,68,772,,
S01001808,230,Lothian and Borders,853,47,772,,
S01003514,260,Strathclyde,854,63,770,,
S01003205,260,Strathclyde,855,62,770,,
S01003937,270,Northern,856,58,769,,
S01003702,260,Strathclyde,857,58,768,,
S01002472,240,Central,858,43,768,,
S01004799,320,Strathclyde,859,47,768,,
S01002909,250,Fife,860,58,768,,
S01004555,320,Strathclyde,861,52,767,,
S01003599,260,Strathclyde,862,72,766,,
S01002022,230,Lothian and Borders,863,75,766,,
S01002306,230,Lothian and Borders,864,48,765,,
S01003360,260,Strathclyde,865,67,765,,
S01001137,180,Tayside,866,81,764,,
S01005293,350,Strathclyde,867,55,764,,
S01002444,240,Central,868,40,764,,
S01003445,260,Strathclyde,869,97,763,,
S01003130,260,Strathclyde,870,51,763,,
S01003579,260,Strathclyde,871,62,763,,
S01001959,230,Lothian and Borders,872,49,762,,
S01001882,230,Lothian and Borders,873,63,762,,
S01003577,260,Strathclyde,874,57,762,,
S01002117,230,Lothian and Borders,875,73,762,,
S01003286,260,Strathclyde,876,81,761,,
S01003134,260,Strathclyde,877,58,761,,
S01002227,230,Lothian and Borders,878,60,761,,
S01005250,350,Strathclyde,879,59,760,,
S01006397,400,Lothian and Borders,880,62,759,,
S01001270,190,Strathclyde,881,53,759,,
S01001614,210,Lothian and Borders,882,47,759,,
S01006315,400,Lothian and Borders,883,64,757,,
S01004379,310,Strathclyde,884,67,757,,
S01001724,220,Strathclyde,885,56,757,,
S01003189,260,Strathclyde,886,77,756,,
S01002916,250,Fife,887,57,756,,
S01006393,400,Lothian and Borders,888,102,755,,
S01003289,260,Strathclyde,889,26,755,,
S01005374,355,Lothian and Borders,890,66,755,,
S01004028,280,Strathclyde,891,50,755,,
S01003245,260,Strathclyde,892,87,754,,
S01000651,120,Tayside,893,63,753,,
S01005928,380,Strathclyde,894,52,752,,
S01002889,250,Fife,895,59,752,,
S01003187,260,Strathclyde,896,72,751,,
S01003299,260,Strathclyde,897,33,750,,
S01004726,320,Strathclyde,898,38,750,,
S01005732,380,Strathclyde,899,68,750,,
S01004371,310,Strathclyde,900,50,748,,
S01003837,270,Northern,901,53,748,,
S01003931,270,Northern,902,69,748,,
S01001163,180,Tayside,903,53,748,,
S01002364,235,Northern,904,50,748,,
S01003666,260,Strathclyde,905,43,748,,
S01001170,180,Tayside,906,60,746,,
S01006278,395,Strathclyde,907,73,746,,
S01002672,250,Fife,908,50,745,,
S01001778,220,Strathclyde,909,63,744,,
S01001162,180,Tayside,910,58,743,,
S01000890,150,Central,911,54,742,,
S01004074,280,Strathclyde,912,62,742,,
S01003543,260,Strathclyde,913,60,741,,
S01006211,395,Strathclyde,914,42,740,,
S01004895,320,Strathclyde,915,60,739,,
S01006181,395,Strathclyde,916,61,739,,
S01004936,320,Strathclyde,917,63,739,,
S01003388,260,Strathclyde,918,87,738,,
S01002305,230,Lothian and Borders,919,62,738,,
S01001294,190,Strathclyde,920,47,738,,
S01002814,250,Fife,921,66,737,,
S01003486,260,Strathclyde,922,77,737,,
S01004167,290,Lothian and Borders,923,51,736,,
S01003551,260,Strathclyde,924,55,736,,
S01000854,150,Central,925,63,735,,
S01002084,230,Lothian and Borders,926,77,735,,
S01001500,200,Strathclyde,927,44,735,,
S01003365,260,Strathclyde,928,66,735,,
S01002976,250,Fife,929,63,735,,
S01005125,340,Tayside,930,61,735,,
S01004247,300,Grampian,931,60,734,,
S01004429,310,Strathclyde,932,59,734,,
S01004803,320,Strathclyde,933,59,734,,
S01001279,190,Strathclyde,934,49,733,,
S01000189,100,Grampian,935,45,733,,
S01003054,260,Strathclyde,936,55,733,,
S01003179,260,Strathclyde,937,69,733,,
S01003227,260,Strathclyde,938,109,732,,
S01003192,260,Strathclyde,939,64,731,,
S01004760,320,Strathclyde,940,50,731,,
S01005425,355,Lothian and Borders,941,65,731,,
S01002149,230,Lothian and Borders,942,68,730,,
S01002869,250,Fife,943,39,730,,
S01006418,400,Lothian and Borders,944,46,730,,
S01002017,230,Lothian and Borders,945,79,729,,
S01004025,280,Strathclyde,946,59,729,,
S01004901,320,Strathclyde,947,50,729,,
S01002748,250,Fife,948,49,729,,
S01002325,230,Lothian and Borders,949,97,728,,
S01001102,180,Tayside,950,79,728,,
S01004560,320,Strathclyde,951,52,728,,
S01004227,290,Lothian and Borders,952,61,728,,
S01003194,260,Strathclyde,953,50,727,,
S01006289,395,Strathclyde,954,58,727,,
S01004921,320,Strathclyde,955,45,726,,
S01001384,190,Strathclyde,956,61,726,,
S01004579,320,Strathclyde,957,45,726,,
S01001520,200,Strathclyde,958,49,726,,
S01005508,360,Northern,959,50,725,,
S01003280,260,Strathclyde,960,67,725,,
S01004544,320,Strathclyde,961,115,724,,
S01004046,280,Strathclyde,962,42,724,,
S01002780,250,Fife,963,63,723,,
S01000074,100,Grampian,964,63,723,,
S01004478,310,Strathclyde,965,42,722,,
S01003462,260,Strathclyde,966,39,722,,
S01002890,250,Fife,967,52,722,,
S01002044,230,Lothian and Borders,968,51,722,,
S01006058,380,Strathclyde,969,53,722,,
S01002592,250,Fife,970,63,721,,
S01006230,395,Strathclyde,971,60,721,,
S01004713,320,Strathclyde,972,52,721,,
S01002091,230,Lothian and Borders,973,85,719,,
S01006136,390,Central,974,63,719,,
S01001799,230,Lothian and Borders,975,77,719,,
S01003443,260,Strathclyde,976,76,719,,
S01000070,100,Grampian,977,46,718,,
